"","c100_4","c100_4_pooled","c100_4_pooled_supp","c150_4","c150_4_pooled_supp","c150_4_aian","c150_4_aianold","c150_4_asian","c150_4_api","c150_4_black","c150_4_blacknh","c150_4_hisp","c150_4_hispold","c150_4_nhpi","c150_4_nra","c150_4_2mor","c150_4_unkn","c150_4_white","c150_4_whitenh","c150_4_pooled","c200_4_pooled_supp","c100_l4","c100_l4_pooled","c100_l4_pooled_supp","c150_l4","c150_l4_pooled_supp","c150_l4_aian","c150_l4_aianold","c150_l4_asian","c150_l4_api","c150_l4_blacknh","c150_l4_black","c150_l4_hisp","c150_l4_hispold","c150_l4_nhpi","c150_l4_nra","c150_l4_2mor","c150_l4_unkn","c150_l4_whitenh","c150_l4_white","c150_l4_pooled","c200_l4","c200_l4_pooled","c200_l4_pooled_supp","c150_4_loannopell","c150_l4_loannopell","c150_4_pell","c150_l4_pell","c150_4_noloannopell","c150_l4_noloannopell","year"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9194,0.9194,1,0.9194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9194,0.8547,0.8431,0.8431,NA,NA,NA,1,NA,NA,"latest"
"2",0.1772,0.1373,0.1373,0.3418,0.3125,NA,NA,1,NA,0,NA,0.25,NA,NA,NA,NA,0,0.375,NA,0.3125,0.3736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3333,NA,0.4103,NA,0.1538,NA,"latest"
"3",0.4358,0.4193,0.4193,0.7254,0.7125,0.7143,NA,0.7762,NA,0.6954,NA,0.7192,NA,0.6364,0.6842,0.6967,0.75,0.7293,NA,0.7125,0.7279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6751,NA,0.7017,NA,0.75,NA,"latest"
"4",NA,NA,NA,0.3745,0.3662,0,NA,0.5172,NA,0.2326,NA,0.3879,NA,0,0.3636,0.1818,0.3846,0.4074,NA,0.3662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3073,NA,0.3349,NA,0.5,NA,"latest"
"5",NA,NA,NA,0.4737,0.4427,0.8,NA,0.6154,NA,0.3195,NA,0.3817,NA,0.5714,0.5714,0.5,0.35,0.5021,NA,0.4427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4138,NA,0.3863,NA,0.568,NA,"latest"
"6",0.1829,0.1553,0.1553,0.5087,0.4901,0.5,NA,0.5714,NA,0.5126,NA,0.4074,NA,NA,0.4444,0.625,NA,0.4444,NA,0.4901,0.4478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5479,NA,0.4879,NA,0.558,NA,"latest"
"7",0.256,0.2474,0.2474,0.5226,0.5172,0.2857,NA,0.7031,NA,0.5439,NA,0.5337,NA,1,0.5,0.4576,0.55,0.5037,NA,0.5172,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4738,NA,0.5235,NA,0.5341,NA,"latest"
"8",0.2041,0.1751,0.1751,0.5765,0.5228,0.2857,NA,1,NA,0.1667,NA,0.1818,NA,NA,1,0.3,0,0.6456,NA,0.5228,0.2256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9545,NA,0.3485,NA,0.5581,NA,"latest"
"9",NA,NA,NA,0.3182,0.34,NA,NA,NA,NA,0.75,NA,0.2353,NA,NA,NA,NA,NA,0,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3333,NA,0.3158,NA,NA,NA,"latest"
"10",0.1765,0.2176,0.2176,0.2208,0.2872,1,NA,0,NA,0.3,NA,0.2609,NA,0,0,NA,0.0625,0.2308,NA,0.2872,0.2751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1429,NA,0.1967,NA,0.4444,NA,"latest"
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.8581,0.8581,0.85,0.8581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8581,0.8676,0.7869,0.7869,NA,NA,NA,0.85,NA,NA,"latest"
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9048,0.875,0.9636,0.9636,NA,NA,NA,1,NA,1,"latest"
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.7826,0.7826,0.9375,0.8478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8478,0.8,0.6761,0.6761,NA,1,NA,1,NA,0,"latest"
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8454,0.7775,0.7775,0.8744,0.8689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8689,0.9123,0.8884,0.8884,NA,0.8293,NA,0.8421,NA,0.9808,"latest"
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1667,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1667,0,0.3333,NA,NA,NA,NA,0,NA,NA,"latest"
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3083,0.2797,0.2797,0.8583,0.8671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8671,0.913,0.8684,0.8684,NA,NA,NA,1,NA,0.6792,"latest"
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3125,0.4078,0.4078,0.5938,0.6893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6893,0.8462,0.7765,0.7765,NA,1,NA,0.5965,NA,0.25,"latest"
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0667,0.5455,0.5455,0.8,0.8636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8636,0.75,0.8966,NA,NA,1,NA,0.7273,NA,1,"latest"
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9166,0.9166,1,0.9166,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.9166,0.9333,0.8889,NA,NA,NA,NA,1,NA,NA,"latest"
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,"latest"
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8462,0.8621,0.8621,0.8462,0.8621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8621,0.875,0.8786,0.8786,NA,NA,NA,NA,NA,0.8462,"latest"
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2736,0.2169,0.2169,0.4428,0.4699,NA,NA,0.6667,NA,NA,0.3889,0.5,NA,0.5,NA,0.5,0.2778,NA,0.5741,0.4699,0.5115,0.4748,0.4748,NA,0.8571,NA,0.418,NA,0.8,"latest"
"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9259,NA,NA,NA,NA,NA,NA,NA,"latest"
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3955,0.3296,0.3296,0.5905,0.5959,NA,NA,0,NA,NA,0.5449,0.6988,NA,0,NA,0.4444,0.6042,NA,0.6154,0.5959,0.6124,0.5492,0.5492,NA,0.6667,NA,0.5786,NA,1,"latest"
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4676,0.3789,0.3789,0.5971,0.6266,1,NA,NA,NA,NA,0.5116,0.6195,NA,NA,NA,0.25,0.6571,NA,0.6,0.6266,0.6746,0.6286,0.6286,NA,0.5556,NA,0.5994,NA,0.5,"latest"
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2351,0.2351,0.2351,0.5976,0.5976,NA,NA,1,NA,NA,0.6056,0.5246,NA,NA,NA,0.625,0.8571,NA,0.6,0.5976,NA,NA,NA,NA,0.6875,NA,0.5915,NA,NA,"latest"
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6538,0.5714,0.5714,0.7692,0.619,NA,NA,NA,NA,NA,0.7,1,NA,NA,NA,NA,NA,NA,1,0.619,0.5676,0.5676,0.5676,NA,NA,NA,NA,NA,0.7692,"latest"
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4679,0.4639,0.4639,0.5449,0.5292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5292,0.5185,0.5446,0.5446,NA,0.6667,NA,0.4468,NA,0.7,"latest"
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8118,0.6979,0.6979,0.8118,0.8065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8065,0.8012,0.8012,0.8012,NA,1,NA,1,NA,0.1579,"latest"
"40",0,0.2308,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"latest"
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0976,0.0862,0.0862,0.5935,0.5793,NA,NA,0,NA,NA,0.6765,0.3333,NA,NA,NA,NA,NA,NA,0.5854,0.5793,0.5689,0.5096,0.5096,NA,0.5,NA,0.5872,NA,0.8333,"latest"
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.45,0.5185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5185,0.5588,0.4964,0.4964,NA,0.5,NA,0.4444,NA,NA,"latest"
"43",NA,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"44",0,0.037,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.0741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"latest"
"45",0.1848,0.1955,0.1955,0.3372,0.3458,NA,NA,0.3,NA,0.2267,NA,0.336,NA,0.3333,1,0.3529,0.2857,0.3599,NA,0.3458,0.3927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3077,NA,0.344,NA,0.3484,NA,"latest"
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"47",NA,NA,NA,0.7131,0.6962,NA,NA,NA,NA,0.6923,NA,0.7209,NA,1,NA,NA,NA,0.1,NA,0.6962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.7582,NA,0,NA,"latest"
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5455,0.3433,0.3433,0.6439,0.6828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6828,0.7206,0.7133,0.7133,NA,0.8261,NA,0.6207,NA,0.5455,"latest"
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5714,0.625,0.625,0.6071,0.6786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6786,0.75,0.8585,0.8585,NA,0.2727,NA,0.9333,NA,0,"latest"
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6939,0.6962,0.6962,0.6939,0.6962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6962,0.7,0.6714,0.6714,NA,1,NA,0.6809,NA,NA,"latest"
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4745,0.4591,0.4591,0.6276,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.591,0.5519,0.5703,0.5703,NA,0.8696,NA,0.4667,NA,0.8868,"latest"
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8151,0.4276,0.4276,0.8219,0.8551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8551,0.8905,0.8907,0.8907,NA,0.8,NA,0.816,NA,0.875,"latest"
"54",0.3333,0.2,NA,0.5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.5714,NA,NA,NA,NA,0.3889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.5714,NA,"latest"
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6471,0.6396,0.6396,0.7647,0.7477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7477,0.7333,0.68,0.68,NA,0.8571,NA,0.9091,NA,0.2727,"latest"
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9792,0.9756,0.9756,0.9792,0.9756,NA,NA,NA,NA,NA,NA,0.9792,NA,NA,NA,NA,NA,NA,NA,0.9756,0.9706,0.9275,0.9275,NA,NA,NA,1,NA,0,"latest"
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2609,0.2558,0.2558,0.6957,0.7209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7209,0.75,0.7455,0.7455,NA,1,NA,0.5625,NA,1,"latest"
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6389,0.6087,0.6087,0.6944,0.7536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7536,0.8182,0.7833,0.7833,NA,0.6667,NA,0.65,NA,0.8571,"latest"
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2674,0.3083,0.3083,0.7166,0.7128,0.4,NA,1,NA,NA,0.6933,0.7527,NA,0.6667,NA,0.8,0.7857,NA,0.7093,0.7128,0.7273,0.708,0.708,NA,0.96,NA,0.727,NA,0.3043,"latest"
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1088,0.174,0.174,0.5337,0.5091,1,NA,NA,NA,NA,0.4286,0.5455,NA,1,NA,0.2857,NA,NA,0.5474,0.5091,0.4844,0.4526,0.4526,NA,NA,NA,0.5714,NA,0.434,"latest"
"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"67",0.4831,0.4524,0.4524,0.4294,0.4313,0,NA,0.5,NA,0.4225,NA,0.5385,NA,0.6667,NA,0.375,NA,0.4032,NA,0.4313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0.4296,NA,0.4348,NA,"latest"
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0392,0.0808,0.0808,0.1373,0.1313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1313,0.125,0.1364,0.1364,NA,NA,NA,0.1944,NA,0,"latest"
"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0943,0.0725,0.0725,0.522,0.4924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4924,0.4466,0.45,0.45,NA,1,NA,0.456,NA,0.7333,"latest"
"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8584,0.8475,0.8475,0.863,0.8495,1,NA,NA,NA,NA,1,0.8685,NA,NA,0,NA,NA,NA,1,0.8495,0.8392,0.8474,0.8474,NA,0.8125,NA,0.8737,NA,0.6,"latest"
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7787,0.7986,0.7986,0.9617,0.9479,NA,NA,NA,NA,NA,0.7,0.9818,NA,NA,NA,NA,NA,NA,0.6,0.9479,0.8868,0.8675,0.8675,NA,0.9367,NA,0.9744,NA,NA,"latest"
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5789,0.3084,0.3084,0.6316,0.6916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6916,0.8,0.75,0.75,NA,0.75,NA,0.6,NA,0.6,"latest"
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1071,0.4944,0.4944,0.8929,0.7416,NA,NA,NA,NA,NA,0.88,1,NA,NA,NA,NA,NA,NA,1,0.7416,0.6721,0.7379,0.7379,NA,1,NA,0.8846,NA,NA,"latest"
"75",0.1048,0.1189,0.1189,0.2009,0.2459,NA,NA,0,NA,0.2077,NA,0,NA,NA,NA,0.2,0,0.25,NA,0.2459,0.2485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0952,NA,0.2246,NA,NA,NA,"latest"
"76",0.2,0.1818,0.1818,0.5,0.5441,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.4667,NA,0.5441,0.5556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4167,NA,0.75,NA,"latest"
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6247,0.4676,0.4676,0.6843,0.6737,0.75,NA,0.7778,NA,NA,0.621,0.7297,NA,0.6667,NA,0.4286,0.7375,NA,0.6908,0.6737,0.6818,0.6988,0.6988,NA,0.8542,NA,0.6945,NA,0.1364,"latest"
"78",NA,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"latest"
